comment,offensive,type
"""

Agreed. I amended the article after the chessbase article came out. I think it's only fair to report it, without endorsing or refuting the possibility that Topalov did, in fact, cheat. Dionyseus has never understood the difference between saying, """"Topalov was accused of cheating"""" and """"Topalov cheated"""", so it is possible that he will now delete my edit, arguing that Topalov didn't cheat. It's frustrating and time consuming, arguing with characters like that. And while I had plenty of passive support last year, I'd appreciate some more active support for inclusion this time around, should Dionyseus choose to make another big stink. Apparently, Dionyseus interprets neutrality as the censorship of negative information, no matter how factual. Of course, this is the same guy who, last year, edited Kramnik's article so that it started with a list of his match losses. Of course, I wouldn't want to infringe upon wiki's tradition of love, charity, and respect; so, I feel I should clarify my position insofar as I absolutely DO NOT regard Dionyseus to be 1) a blight on wikipedia, 2) a mental degenerate, 3) incapable of lucid reasoning, or 4) incapable of language use. He is certainly none of those things. And admins may take that as an official statement.  """,False,non_offensive
"I've copyedited the article to clean up the section and eliminate the duplication. Please check whether I've addressed your concerns. I still owe you a response to your substantive questions, which I'll get to asap.",False,non_offensive
"Please unblock me  

@User:Krimuk90:Respected Krimuk Sir,
                       I didn't spoke any harsh words to you actually my account was hacked for two months from october to december and i got my password on 15th december 2014. When i opened my account today some mastermind used my name to harass you.I donot even know how to hack or track an account or track you. I am 20 year college student who is doing his ba from ignou and have done a short term diploma in web designing. Please sir i did'nt wrote anything on your userpage or talkpage from various ip's also because those ip's were also of the mastermind people. Please unblock me and i just want to delete my  wikipedia account it is of no use for me. Please it is a humble request that unblock me.

From:Mridul Sharma",False,non_offensive
"""

 Please do not add nonsense to wikipedia 

 As they say in the movies, """"oh be-have"""". Seriously, though, we are trying to write an encyclopedia here, so don't make joke edits. Some readers looking for a serious article might not find them amusing. Remember, millions of people read Wikipedia, so we have to take what we do a bit seriously here. If you'd like to experiment with editing, try the sandbox, where you can write whatever you want (as long as it's not offensive).   """,False,non_offensive
But its not stated maybe try again?,False,non_offensive
it seems like not only do you behave in a way that offends people.. but that you then enjoy the arguments that inevitably follow.  Did something in your current life/childhood happen that left you profoundly angry at the world?  Because that is how it looks when you talk like that.,False,non_offensive
"""
This scanned 1848 book says """"manors of Barew and Inglescombe or Englishcombe"""", and the Englishcome village website suggests the Duchy owns property in that area, so it looks the same.  By google hit count neither version seems overwhelmingly popular, and both still seem in current use.  I suggest following the Duchy source with Englishcombe in brackets - I'll do that, but change it if you prefer another way.  NB Newton St Loe is exceptionally pretty to walk around on a sunny day if you pass that way!   """,False,non_offensive
"""

Yes, it's definitely. Particularly when there are so few people editing I-P articles that actually read, as you do. I missed you G-Dett. talk """,False,non_offensive
"Are you sure you know what is going on here? I' not, as far as I'm aware, in conflict with any of the participants in this pointless kerfuffle. As for poking the bear: you need to address your words to Spartaz, not me",False,non_offensive
I fail to see any problem with the edit summary you quote. It was from my talk page and it was indeed an idiotic warning. Trigger happy Sess had warned me for removing a stupid warning from,True,toxic
"""

Street Fighter template

I've put the width back to 100%, but I'd really rather keep the ndash's for now (tho I did replace them with the unicode ndash (not to be confused with a hyphen on ye olde keyboard) so they wouldn't look so ugly when viewed/edited). BTW, sorry for the lag time in responding, I missed your reply till today! ( — (talk) (e-mail) """,False,non_offensive
"Grand Theft Auto IV 

Hi, I reverted your edit on Grand Theft Auto IV because the change was unsourced and could potentially fail WP:BLP. You unrevereted, but it was re-reverted again. What you say may very well be true, but you need to provide the article which you are sourcing that information from. talk",False,non_offensive
"And looking at RS Disography, I see in last 20 yrs maybe half albums make US top 5, half don't. Again does not proof your intro.",False,non_offensive
"""

 ITN for 2005 Sydney terrorism plot 
On 16 October 2009, In the news was updated with a news item that involved the article 2005 Sydney terrorism plot, which you recently nominated and substantially updated. If you know of another interesting news item involving a recently created or updated article, then please suggest it on the candidates page.  •wicke """,False,non_offensive
-Hillelfrei 70.29.100.35,False,non_offensive
"Language

According to what I know, the Torah's language lead people to believe it was written during the era of the Second Temple...",False,non_offensive
fuck off alf. are you ever off wikipedia you cock sucking nerd.,True,"toxic, obscene, insult"
"""

How is it the wrong way round? If I had fucked up the pages when I edited stuff or had deleted information by accident then MAYBE I would have read the guidelines. But my edits were perfectly harmless, they must of taken you about 3 seconds to delete. And you didn't actually point out what I was doing wrong, writing """"disruptive"""" all the time is a great help...""",True,toxic
"Tecmobowl has been harassing me and in general has been engaging in vandal like behavior on several baseball related articles. He has been deleteing content from articles, removing warnings from his talk page and claiming he is improving them and generally acting like a troll. Given his track record I am firmly convinced he is a vandal. Action needs to be taken!  Tipline",False,non_offensive
"""

Oh, that says """"Kim Il-sung City""""! """"Si"""" means a lot of things, but """"City"""" in this context. Trolling is when an Internet user tries to hurt another's feelings (isn't it?) How would that Ref Desk entry hurt anyone and why?  """,False,non_offensive
"I certainly do not ignore anyone's views, I have been flexible, listened carefully, and changed my positions often to accomodate and work toward concensus. This is not here about pov - we have simple facts to include. The UNSC is the sole judicial authority in regard to the crime of aggresion, a simple fact. It has made it's decision years ago, another fact. The legality of the war was settled years ago, a most relevant fact. The facts bother you, you cannot debate these points, so you silently revert. I suggest following WP policy for controversial topics, what do you think is non-controversial - if not the settled law on this invasion? Two people who will not debate, but silently revert, who will not work toward a consensus cannot be worked with. I cannot make you do any of these, just ask that you reconsider trying these strategies instead.",False,non_offensive
"Don't revert 

90% of the track times I added were real. The GT500, Veyron, Cobra and Saleen S7 and even the Bentley, etc, times. The 10% is so I could get spread all over the car news! I want people to see what I did! I don't want anyone reverting it in 48 hours!",False,non_offensive
"Hi Keetoowah

Just wanted to say hello.",False,non_offensive
"CFD questionredirects OK? 
Per your close here—I assume it's OK to create category redirects on the old category names?  (talk)",False,non_offensive
I'd also like to point out that there is no such thing as 순혈주의/純血主義 in the Korean lexicon.,False,non_offensive
I may have accidentally removed a legitimate edit. My apologies. I was attempting to clean up multiple pages which had been vandalised.,False,non_offensive
"""

Briefly, during """"Tenchi Universe"""" in the English dub, the name appears as Aeka. This is on the television screen during a news program while the characters are in space. It may be hard to notice at first, due to the way it is stylized. 64.138.215.134  """,False,non_offensive
"Yeah, it was in the second Austin Powers movie.",False,non_offensive
"Topic Ban Violations 

You've edited three articles or talk pages in violation of your topic ban: Voat, Ellen_Pao and Social justice. In all three instances you edit-warred to retain your topic ban violations with 6 reverts in the case of Talk:Ellen Pao. I strongly advise you to respect the  to avoid further sanction. 169.57.0.214",False,non_offensive
"warning? 

Hello, what you posted was warning but why? It was a merely a thought about sock puppetry.it doesn't mean attacks ok.its was only a thought and whatever....",False,non_offensive
"""

 Talkback 

 ˜ [ talk | contribs ] """,False,non_offensive
And what is your understanding of the conclusion of that discussion?,False,non_offensive
"""

Ok, now I really don't understand you. You've gone and tagged Image:Damnation Crusade1.jpg for deletion. Why? It's from the very damn website that sells the comic! If they didn't want the picture to be used as a representation of the series, then they wouldn't of used it as a representation of the series themselves! It's bloody well low resolution, too! What more do you want, Editor-Fag?
Obviously, I can't argue with compulsive editor-fags like you. Fine, delete it, and the Image:Forge of War1.jpg one. I'm just trying to add images to help the community on wikipedia to improve the articles that call for pictures. I see it that it does comply to all of the image policies, except perhaps that one """"resolution"""" rule, but, then again, if you've got a problem with it, then you can easily solve it yourself. I'm not going to be forced to do the work of an editor-fag like yourself.""",True,"toxic, obscene, insult"
"This article is not NPOV 

This article has some definite POV issues. Claims need to be sourced and validated, and this topic should be treated scientifically and dispassionately. '''''' (talk)",False,non_offensive
"""
I'm afraid that regardless of outcome there will always be those who disagree with policy and will do whatever it takes to get their way.  ЛееСуда.  """,False,non_offensive
"""

The gallery now works in Firefox 1.5, Internet Explorer and Opera. -  contrib talk """,False,non_offensive
"I'd like to tell you ... 

... not to be discouraged by Jayjg's and SlimVirgin's ever-rising hurdles for what they think you must do in order to make your edits, but to be honest, this is how Wikipedia works on contentious topics, and Jay and Slim are accomplished and powerfully placed practicioners of the art. It is likely to get worse, and it may never get better.",False,non_offensive
"""
On the main article page my computer lists the article itself as """"B-class. A good article nominee etc."""" (but thanks for fixing the banners).Granitethighs """,False,non_offensive
"""

Just one more comment. Can you use a cropped version of File:Director Marc Klasfeld and Justin Timberlake.jpeg? That shows the director more clearly and points the picture towards the article for our right alignment. We are then ready to pass it. — [ ChitChat ] """,False,non_offensive
""" March 2007 (UTC)

I am very curious as to why you've only spoken to me directly once during all this time, while bleating on other forums plenty of times about """"personal attacks"""" and """"harassment"""".  Wouldn't you have thought the more effective thing to do would be to talk to me first?   09:40, 3""",False,non_offensive
Isn't he the only author?,False,non_offensive
"hey now, it was only the one page that i put dragons on! p i appreciate your sensibility and slight sense of humor though )",False,non_offensive
"Revert goon reverted his own talk page to cancel my critism he is a revert goon 

You are just a revert goon, what else would a revert goon do but delete the criticism he is a revert goon.",True,toxic
"Also, Pakistan is far from having a strong Muslim identity. It is the most fanatic, discriminating and anti-Shia society in the Muslim 
world.",True,toxic
"Creating Brilliant prose is essentially what Wikipedia is about, and if you can contribute in that spirit, you will be welcome here.  14:13, 8 Nov 2003 (UTC)",False,non_offensive
"""

 Wow you are just a tyrant aren't you? 

""""*In order to make conversations go smoothly, please follow WP:TALK and WP:AGF when contributing to my talk page. Comments that don't may be immediately deleted."""" 

So you delete everything that opposes you?

You cannot even refute my claims, so you delete them. I would say you are the major violator of """"neutrality.""""""",False,non_offensive
I have an account but can't use it on blocked IP. PLEASE unblock.,False,non_offensive
"""
Of course not.  From SAHIH Bukhari Volume 3, Book 34, Number 351: http://www.usc.edu/org/cmje/religious-texts/hadith/bukhari/034-sbt.php#003.034.351
Narrated Jabir bin Abdullah:

A man decided that a slave of his would be manumitted after his death and later on he was in need of money, so the Prophet took the slave and said, """"Who will buy this slave from me?"""" Nu'aim bin 'Abdullah bought him for such and such price and the Prophet gave him the slave. 

You ready to sit down now or are you going to continue to squawk and look even more foolish?  """,False,non_offensive
"Nobody needs to explain anything. The 300 albums cite is band up to date; as you pointed out yourself, the other is from 2001.",False,non_offensive
"David Gerard, when you block everyone who has called anyone a troll, then you can block me for implying it. Otherwise, the truth will come out about why you really blocked me. It might be better if the editors of Wikipedia heard it from you. Out of respect, I'll give you a short period of time to come clean.",False,non_offensive
"Sanskrit  

The Sanskrit name is शक which should be transliterated as śaka or shaka, not simply saka.",False,non_offensive
See http://www.usyd.edu.au/about/profile/pub/facts.shtml,False,non_offensive
"agreed. everything is documented, including the following about david

Dave1185 private website

Flacid_micropenis2_highres.jpg",False,non_offensive
"""
But ofcourse nobody says a thing, why because nobody cares on wikipedia, its all about editing, but ur lucky if an edit lasts a week before its changed or deleted. """,False,non_offensive
"""

info regarding Buddhism
The chart indicates Buddhist population regionally but does not indicate independently relevant to specific country. So the chart should be removed from this article as soon as possible. Summon """,False,non_offensive
"""

 In the criticism and research section: '....various critics have classed the field as pseudoscience. This has largely been due to lack of replication of results by independent experimenters'

The references for this statement are as follows:
 Hyman, Ray (1995). """"Evaluation of the program on anomalous mental phenomena"""". The Journal of Parapsychology 59 (1). http://findarticles.com/p/articles/mi_m2320/is_n4_v59/ai_18445600. Retrieved 2007-07-30. 
 ^ Akers, C. (1986). Methodological Criticisms of Parapsychology, Advances in Parapsychological Research 4. PesquisaPSI. http://www.pesquisapsi.com/books/advances4/7_Methodological_Criticisms.html. Retrieved 2007-07-30. 
 ^ Child, I.L. (1987). Criticism in Experimental Parapsychology, Advances in Parapsychological Research 5. PesquisaPSI. http://www.pesquisapsi.com/books/advances5/6_Criticism_in_Experimental.html. Retrieved 2007-07-30. 
 ^ Wiseman, Richard; Smith, Matthew, et al. (1996). """"Exploring possible sender-to-experimenter acoustic leakage in the PRL autoganzfeld experiments - Psychophysical Research Laboratories"""". The Journal of Parapsychology. http://findarticles.com/p/articles/mi_m2320/is_n2_v60/ai_18960809. Retrieved 2007-07-30.

The way in which this information is given suggests that such researchers are independent. Just looking at the names of the studies, this can be seen as incorrect:

'Methodological Criticisms of Parapsychology'
'Criticism in Experimental Parapsychology'

I am less aware of the reliability of the others, but using Hyman and Wiseman immediately rings alarm bells. Cheers.   """,False,non_offensive
"""

 Improving this article 

Since I have not heard from the editor who placed the tag about ideas for improving this wiki so that the tag can be removed, I will make the changes to the best of my ability. I am going to focus on the """"investment philosophy"""" section.  """,False,non_offensive
Oops. RsAzevedo  msg,False,non_offensive
"German Article of the day

Dear Jimbo, German wikipedia is proud to present the article of the day: http://de.wikipedia.org/wiki/Wikipedia:Hauptseite . Really thrilling, really amazing, worth a glimpse: http://de.wikipedia.org/wiki/Fremdk%C3%B6rper_in_Anus_und_Rektum You might improve your German reading it, there's a lot to learn.

Yours sincerly",False,non_offensive
Were those Russian tourists by any chance drinking водка? (Just a guess...),False,non_offensive
"|listas = Bartoli, Adolfo",False,non_offensive
"""

AFL Attendance
You know I mean """"stays""""!!!!!!!!!!! Use your common sense!!!!!!!!!!!!!!!!!!!!!!!!
''''''  """,False,non_offensive
"LULZ 

HAHAHAHAHAHA ==>",False,non_offensive
"""
 Anyone can delete links. You don't have to be an admin to do so.  Talk """,False,non_offensive
"Thank you for noticing, OM. I certainly always endeavor to be, as I'm sure you also do. -)",False,non_offensive
"Place of Birth 

It's currently a red link, I was wondering if the name is spelt correctly or not. If we have no article for the place, might be nice of someone to create it.",False,non_offensive
"Post Summery 

I'm sorry for not previously having post summeries.",False,non_offensive
"At first I wanted to make the references easy to hotlink and the editing is easier to do than on my homepage: www.hochemicals.co.uk

My homepage only allows for one page, large page border, and very slow at editing.

My main motivation for wikipedia then was ease of use, and also sharing my expert knowledge in CNS research with a more general audience of readers who are obviously interested in my work.",False,non_offensive
Trusilver....you have gone too far and I intend to do somehting about it. You are unfair and need to be punished.,False,non_offensive
"Proposed merger with Antara 

It seems that this article is another word for the same instrument. For that reason I suggest that the two articles should be merged. Siku is more fleshed out and has more activity so it should be the destination article.",False,non_offensive
Personal attacks? Not my intention and I wrote to all wikipedians discussing this article.,False,non_offensive
"Honesty, where the fuck is the Adeputs Mechanicus page, I typed Machine God in search and some crap that has nothing to do with Warhammer 40,000 turned up, honesty what the fuck, whoever is killing Warhammer 40,000 on wikipedia needs to die in the fire and if you don't like what I said, then you can join them as well, deal with it.(  )",True,"toxic, obscene, threat, insult"
"I would be very wary of saying what you do on your userpage. It does give an alternative explanation for your wording, though.",False,non_offensive
"""

 Do you know the superracist """"Sinanoglu Youth Movement"""" in Turkey? Do you know that some Wikipedia Users are doing valdalism by showing themselves as the advocates of the Five Pillars of Wikipedia ? 

Sinanoglu is not only a chemist, the """"moreover"""" and """"the"""" more important, he is the icon of the """"Turk Superracism"""". The person who is subject of that article (Oktay Sinanoglu) published autobiographical book in 2001 in Turkey by using the fake titles of the “World’s Youngest Professor”, “Lord of U.S.A”, “at the peak point of science in U.S.A”, “The Turkish Einsten” etc. so he gained a lot of prestige in Turkey and a few million Turkish student accepted him as their idol and having been believed the fake titles of Sinanoglu are exactly true they occured the “Sinanoglu Youth Movement”. The last ten year (2001 – 2011) Sinanoglu became the “Hero of People” by using these fake titles that he published them in his bestseller autobiographical book. Today, by contributing a few million college student, the “Sinanoglu Youth Movement” was like the superracist “Hitler Youth Movement” in Turkey and Sinanoglu became the icon of the """"Turk Superracism"""" everywhere. By reading the autobiographical book of Sinanoglu, large amount of college students became “superracist Turks” under the influence of Sinanoglu’s megalomanic and fake titles. So, they are conducting the election campaign: “Sinanoglu must be the President of The Republic of Turkey!” Eight years ago, the first edition of this article was written by some members of “Sinanoglu Youth Movement” as the summary of Sinanoglu’s autobiographical book and this Wikipedia article was used by them in Turkey as the proof that the titles of Sinanoglu had been accepted as exactly true by whole world, so every Turk must believe that this titles of Sinanoglu was exactly true. That was the begining and the developing of the """"Sinanoglu Youth Movement"""" in Turkey. Did you understand now why I was interested and why I am working to edit this article by using verifiable documents over 200 references? Please look at the edit history of the article. You will see a lot of vandal attacks to clean my editings. The last vandal attacks came from “Salvador21”-“Khazar2”-“Bobrayner” If you look at these users pages, you will see that these users are Turks and they are related with “Ottoman Empire” articles in wikipedia and they advocated “New-Ottomanist Imperialist Ideology” that Sinanoglu propagated this ideology in his autobiographic book. As a result, the some members of the superracist """"Sinanoglu Youth Movement"""" cleaned the all words of the article which is writen by me and they provided to put blockage to my editings by showing themselves advocates of the Wikipedia Five Pillars. The “Sinanoglu Youth Movement” are in joy that Wikipedia blocked my editings. And now, they sing a song: “Long Live the Five Pillars of Wikipedia! We can do vandalism by showing ourselves as advocates of these Pillars""""   """,False,non_offensive
I was thinkng 4 days but 3 is goood,False,non_offensive
"""

:File:Havelock Ellis 30yo.JPG - this also needs checking. The author given is this user, which is unlikely. The licence tag says the author died more than 70 years ago, but without knowing who the author is, that may not be true. It may be possible to use  if the photograph was published anonymously. Do you have access to the source text - Havelock Ellis philosopher of love - ? ''' ✔Tea time''' """,False,non_offensive
good job on the research Jonathan.,False,non_offensive
"NK, that would be enough I think. Also please stop adding an Azerbaijani name of the monastery, it is certainly not an Azerbaijani monastery, as it does not represent the Azerbaijani culture.   06:45, 17",False,non_offensive
"Mass of inaccuracies  

This article contains a mass of inaccuracies about his wartime role.
It appears to be written as a post-mortem justification, rather than an objective history.   212.121.210.45",False,non_offensive
"""
The """"warning"""" is such bullshit. I don't give a fuck if you log my IP, all I did was go to a website, which is NOT a crime. They can kiss my ass. 68.63.22.223  """,True,"toxic, obscene"
"Involved parties 

, filing party

Confirmation that all parties are aware of the request

Diff. 1
Diff. 2

Confirmation that other steps in dispute resolution have been tried

Link 1
Link 2
 Statement by {Party 1} 

 Statement by {Party 2} 

 Statement by {Party 3} 

 Clerk notes 
This area is used for notes by non-recused Clerks.

 Arbitrators' opinion on hearing this matter (0/0/0/0)",False,non_offensive
"""

Let's treat these issues separately. For Mehr please refer to WP:SOURCES.
For insurgencies, none of your sources are listing them as terrorism.  As for your claim that """"some countries ..."""" please see WP:WEASEL.
As for the Shah. I don't think it provides any background information.  In fact, it highlights a huge flaw in this article. None of the tactics mentioned are unique to the Islamic Republic. many were practiced by the Shah, who often assassinated political dissidents, supported foreign insurgency, and disrupted conferences.""",False,non_offensive
"Spellcheck
Thanks for correcting that spelling.",False,non_offensive
"""
Wow. I can't believe a respectable established editor here would write , with no example, no diffs, no evidence whatsoever against any or all of those male editors who're in the habit of yelling """"WP:NPA"""" at the uppity female editors. Extraordinary claims require extraordinary evidence. , please don't just toss out extraordinary accusations to relieve your feelings, if that's what you did, because it's precisely such polarization that drives wedges between groups and makes the """"civility wars"""" so toxic. As  | talk .""",False,non_offensive
Too late Gamaliel has threatend a revert war on Joe Scarborough. Check out http://en.wikipedia.org/wiki/User_talk:Gamaliel#Joe_Scarbourough,False,non_offensive
"Hey, cock. Im afraid them pictures of Dalaman airport and Bodrum airport are perfectly fine. i took the photos myself whilst on holiday so stop making stuff up. Bent boy",True,toxic
. Wikipedia articles names that use disambiguation are still far from absolutely unambiguous,False,non_offensive
"""
You also forgot  Ten Pound Hammer • (What did I screw up now?) """,False,non_offensive
"""

 Technical Problems  

There is no mention in the article about the Yellow Light of Death (YLOD) which indicates a general hardware failure on the PS3.  

There is ample discussion of this matter and a wide body of citations available;

Currently 9M returns for """"yellow light of death"""" 

http://search.live.com/results.aspx?q=yellow+light+of+death&form;=QBLH&filt;=all

and 1.9M returns for """"yellow light of death""""

http://www.google.ca/search?hl=en&q;=yellow+light+of+death&meta;=&aq;=f&oq;=

There is also zero mention the bricking problems Sony has while updating PS3 firmware.  There is ample discussion of this matter and a wide body of citations available, this is but one;

http://gizmodo.com/5021399/playstation-3-firmware-24-bricking-some-ps3s

Something should be mentioned in a new section, titled """"Technical Problems"""". 
Addition of """"YLOD"""" has been discussed here in the past and the main reason it hasn't been included is that there weren't any reliable, notable sources discussing it. It's mainly talk on forums and on fansites which is original research and therefore cannot be used. I don't know if this is still the case but as far as I know, the problem hasn't been widely reports by the likes of Gamespot, 1UP, Gamasutra, etc. People have suggested that it should be included because RROD is mentioned on the Xbox articles and the response to that has been that while YLOD is known among PS3 users, it isn't nearly on the scale of RROD which was very widely reported on in both the gaming and mainstream media and it's notability has therefore not been so strongly established. Regarding the firmware update that """"bricked"""" some consoles. This is covered in the PlayStation 3 system software article. Chimpanzee -  | Talk | Contribs 

A huge problem with the video game industry is fanboyism. Criticizing a product is basically a declaration of war. Anyway, the problem is at least known and suggested. I found this briefly searching for a reliable source. Maybe add a little blurb about it being suggested?   

Wait, let me get this straight: you think we should include a blurb about how high hardware fault rates have been suggested, but proven wrong? That sounds kinda like a little bit of undue weight to me. Every piece of hardware that is ever mass produced has a certain failure rate, and unless that failure rate is oddly high (like the 360) it's not goi",False,non_offensive
"Every one can contribute towards it in a meaningful manner, but it seems you are trying to create a monopoly of yours over all the articles, which is absolutely wrong. Do something more than, mentioning about Wikipedia policies. And remember Wikipedia is not peer reviewed so understand that there is always a scope of improvement and one should be open to it. And more than this, be more humble and please remember you are not the sole Editor of it, so give opportunities to other people to contribute (rather criticising everybody).",False,non_offensive
"""
BTW, I think you don't actually expect me to respect a topic ban when an user ready to defend the characterisation of a Nazi invasion as a """"liberation"""" and with a very strong POV on the matter  is left roamnig free on that topic.  """,False,non_offensive
(while misrepresenting the situation),False,non_offensive
LIVE FREE OR DIE TRYING!,False,non_offensive
"WP:CIT is the link to Wikipedia's cite template page. All the citation templates are there for {cite web}, {cite book}, {cite video} etc. Hope that helps.",False,non_offensive
"""
 While others and I may agree with your opinion that """"Tetrapod-like features in fish are remarkable"""", our opinions are ultimately irrelevant. Unsourced promotion of opinions, as well as the original synthesis (novel interpretation) of published material, violates Wikipedia's policies of neutrality, due-weight, and no original research. Unless the entire list or at least the tetrapod-like traits are reliably sourced (e.g. """"Smith (2001) lists these 11 traits as key tetrapod characteristics"""") the appearance is that you alone are advancing the view that all of these species and/or their traits are remarkable for their supposed tetrapod-like nature; assertions which may never have been explicitly made in reliable sources, and thus the list appears to be original synthesis.  The facts themselves are certainly appropriate in each species' article, but combining them in a novel fashion to reach a conclusion(?) unsupported by sources is synthesis.  If you're concerned that interesting behavior or anatomy is not being highlighted, you might expand coverage in relevant sections of Fish locomotion or Diversity of fish. It's fine to say something like """"the Zob fish ventures onto land"""", or even """"The Zob fish is a classic, textbook example of a tetrapod-like fish (Smith, 1980),""""  but it would be synthesis and non-neutral to say (or imply) """"The Zob fish interestingly resembles tetrapods because it ventures onto land"""" without any citation.   """,False,non_offensive
"Wait, make that the 20th, as long as it is a weekday38.116.200.46",False,non_offensive
". 

Support. Neither of the sources that appear in the reference section uses diacritics. Nationality should not be the determining factor. This subject is notable for tennis, not for being Australian. So tennis reference works should be consulted. I doubt if this person is mentioned by name in any reference work. But Bud Collins, John Parsons, and the other authoritative tennis authors do not use Eastern European diacritics.",False,non_offensive
Ok! just wanted someone else to take a look at it to make sure. ),False,non_offensive
"""
I said above in my last sentence that I would answer about expired citations in a moment.  I was just answering the easy question first!  \talk """,False,non_offensive
"""==Image Tagging Image:Lsw front.jpg==

 This image may be deleted.

Thanks for uploading Image:Lsw front.jpg. I notice the image page currently doesn't specify who created the image, so the copyright status is therefore unclear. If you have not created the image yourself then you need to argue that we have the right to use the image on Wikipedia (see copyright tagging below). If you have not created the image yourself then you should also specify where you found it, i.e., in most cases link to the website where you got it, and the terms of use for content from that page.

If the image also doesn't have a copyright tag then you must also add one. If you created/took the picture then you can use  to release it under the GFDL. If you believe the image qualifies as fair use, please read fair use, and then use a tag such as  or one of the other tags listed at Wikipedia:Image copyright tags#Fair_use.  See Wikipedia:Image copyright tags for the full list of copyright tags that you can use.

If you have uploaded other images, please check that you have specified their source and copyright tagged them, too. You can find a list of image pages you have edited by clicking on the """"my contributions"""" link (it is located at the very top of any Wikipedia page when you are logged in), and then selecting """"Image"""" from the dropdown box. Note that any unsourced and untagged images will be deleted one week after they have been uploaded, as described on criteria for speedy deletion. Thank you. ★talk """,False,non_offensive
"""
""""shallow""""!?! Are you fooling me?   """,False,non_offensive
"It's me
Yes, it is that guy who used Jc iindyysgvxc. Could you please tell [[User talk:Jeffrey O. Gustafson to stop annoying me? And I've been creating an archive that contains the discussions of that user I repeatedly asked to unblock. But he repeatedly deleted it without telling me why he doesn't want it. So could you please ask him why? And don't tell me to do it, because he'll just revert it for some reason!",False,non_offensive
"""

 Niggers 
We need more information in this section regarding the widespread usage of the """"Jew's Harp"""" by Nigger Slaves in the Antebellum south,""",True,"toxic, obscene, identity_hate"
"""

Since the article is titled """"List of places"""", why should it include only UCs? Why not localities as well? This is but one of the issues with this article. When it was first created, it was titled """"List of cities"""", apparently because the article creator thought that a UC was a city, which it isn't. It was renamed """"List of places"""" because not all of the places listed were cities, but the name is ambiguous, hence my comments at the Victorian AfD.   """,False,non_offensive
"Weather in 2007 

Hello Oghmoir,thanks for contacting me. I think you have done a great job of the Weather in 2007 page, very, very interesting. Any deletions on the page by me were accidental, sorry for this. 

I am glad you liked my article, although it is not always easy to write about the weather. But I guess you already know that. I have years of study behind my back but there are things I don't fully understand.

Writing those aricles needs lots of research. I try to be as accurate as possible. I think progress will be slow but this kind of pages are becoming increasingly popular as more and more people want to read more about whats happening to our planet.",False,non_offensive
"""

 Clarification 

Posted from User talk:IZAK#Meshullam Gross  
Hi IZAK, thanks for that neat move of Nachlas Tzvi. Only two issues - one fairly significant.

1.If you want to be pedantic, he actually went by the English name of Herman Gross. Meshulam Tzvi was his Hebrew name and used in his Seforim.
2.Technically speaking and according to the information availible to me, he was NOT a Rabbi. Apparently (or so I've been told), he was offered Semicha many times and was certainly able, but never accepted it.
Therefore, I deliberately refrained from placing him in any Rabbi category, let alone the Haredi category. Off the point since he wasnt a Rabbi, I object to terming him """"Haredi"""" as the boundaries in his age were fluid and the word wasnt even used. Indeed, by todays standards he may not have been """"Haredi"""" (whatever that irksome term means). Many thanks,  """,False,non_offensive
"Droop is not better than Hagenbach-Bischoff!!! 

Okay suppose we have an instant runoff election, where we have 50 votes with Party-A as first preference and Party-B as second preference. We also have 50 votes with Party-B as first preference and Party-A as second preference.

Using the Hagenbach-Bischoff quota of 50, both parties reach quota, and there is a tie.

Using the Droop Quota of 51, neither party reaches the quota, but as they have the same number of first preference votes, neither can be eliminated; and we have a tie anyway.

So using the Droop Quota does not eliminate ties. It is a much more ugly formula, and has the property that parties with majority support, can recieve a minority of seats.

Can anybody give me a good reason why the world is still using the Droop Quota!",False,non_offensive
"I assure you I am not assuming anything, if you created any pic yourself then that is easy, you would be the copyright owner and could release them into the public domain.",False,non_offensive
"Other Species
Do we have any information on the other species of Elasmotherium?",False,non_offensive
"""

You just plain fanatics, stupid stupid herd member, a victim of """"brainwashing""""

if you are U.S. resident, I give you a better proposal for a flag for your country - this flag would be better suited to her:
thumb|Just do not forget scold, you a patriotic American brat
  """,True,"toxic, insult"
", 22 January 2009 (UTC)
I only took care of the road articles - other people can deal with that, or perhaps you might like to revert that yourself. By the way, when I brought this up on IRC, your use of commas was criticized. '''''' (T C) 23:53",False,non_offensive
folks who aren't logged in and aren't really good with English,False,non_offensive
Comment -Thanks for your help. I'm glad we worked this out. 163.1.114.102,False,non_offensive
"Comment 

 Not vandalizing 

I was not vandalizing, I was removing a repeated paragraph.",False,non_offensive
"""

Yeah I saw, thanks. I've been looking for a better one from a Northern Ireland or UK source rather than from another country, but it'll be fine for now. Even the Irish Wikipedia uses that name, so not sure where the edit change from the other user came from.  talk """,False,non_offensive
"""

 We associate an event with a number on a clock. We define that number as """"the time of the event according to that clock"""". We measure the time of the start event and the ending event of a process. We define the absolute value of the difference between the numbers as """"the time the process takes according to that clock"""". See also Metrology. That's operational — see Physics, Engineering, John Doe.
 I think we should stop here per wp:TPG, since we are no longer discussing the article, but the subject. And we are severely repeating ourselves -)  -   """,False,non_offensive
Starting to think that the history of electrical and electronics etc doesnt fit into this page very well,False,non_offensive
I am a gigantic pedantic twat,True,toxic
Giving you notice,False,non_offensive
